time,hr,rr,sv,hrv,ss,status,bbt0,bbt1,bbt2,time2
1581811705,61,5,43,33,571,1,940,0,0,1581811689
1581811706,61,5,43,33,819,1,940,0,0,1581811690
1581811707,61,5,43,33,679,1,3027,0,0,1581811691
1581811708,61,5,43,33,602,1,3027,0,0,1581811692
1581811709,61,5,43,33,735,1,3027,0,0,1581811693
1581811710,61,5,43,33,811,1,3027,0,0,1581811694
1581811711,61,5,43,33,595,1,3984,0,0,1581811695
1581811712,61,5,43,33,545,1,3984,0,0,1581811696
1581811713,61,5,43,33,723,1,3984,0,0,1581811697
1581811714,61,5,44,33,737,1,2904,0,0,1581811698
1581811715,61,5,49,26,623,1,918,0,0,1581811699
1581811716,61,5,49,26,519,1,918,0,0,1581811700
1581811717,61,5,49,26,628,1,2841,0,0,1581811701
1581811718,61,5,49,26,583,1,2841,0,0,1581811702
1581811719,61,5,47,28,445,1,997,0,0,1581811703
1581811720,61,5,47,28,516,1,997,0,0,1581811704
1581811721,61,5,47,28,676,1,997,0,0,1581811705
1581811722,61,5,47,28,512,1,3144,0,0,1581811706
1581811723,61,5,47,28,507,1,3144,0,0,1581811707
1581811724,61,5,47,28,570,1,3144,0,0,1581811708
1581811725,61,5,47,28,688,1,3144,0,0,1581811709
1581811726,61,6,47,28,619,1,4084,0,0,1581811710
1581811727,61,6,47,28,580,1,4084,0,0,1581811711
1581811728,61,6,47,28,822,1,4084,0,0,1581811712
1581811729,61,6,47,28,620,1,3071,0,0,1581811713
1581811730,61,6,47,28,627,1,3071,0,0,1581811714
1581811731,61,6,47,28,578,1,3071,0,0,1581811715
1581811732,61,6,47,28,484,1,3312,0,0,1581811716
1581811733,61,6,46,59,527,1,1149,0,0,1581811717
1581811734,61,6,46,59,463,1,1149,0,0,1581811718
1581811735,61,6,46,59,578,1,1149,0,0,1581811719
1581811736,61,6,46,59,653,1,1149,0,0,1581811720
1581811737,61,6,46,59,602,1,3440,0,0,1581811721
1581811738,61,6,46,59,740,1,3440,0,0,1581811722
1581811739,60,7,45,59,861,1,2136,0,0,1581811723
1581811740,60,7,48,53,693,1,1154,0,0,1581811724
1581811741,59,7,46,28,564,1,1111,0,0,1581811725
1581811742,59,7,46,28,446,1,1111,0,0,1581811726
1581811743,59,7,46,28,464,1,1111,0,0,1581811727
1581811744,59,7,46,28,601,1,1111,0,0,1581811728
1581811745,59,7,46,28,500,1,3452,0,0,1581811729
1581811746,59,7,46,28,567,1,3452,0,0,1581811730
1581811747,59,7,46,28,726,1,3452,0,0,1581811731
1581811748,59,7,46,28,661,1,3211,0,0,1581811732
1581811749,58,7,43,39,563,1,1006,0,0,1581811733
1581811750,58,7,43,39,738,1,1006,0,0,1581811734
1581811751,58,7,43,39,615,1,1006,0,0,1581811735
1581811752,58,7,43,39,657,1,1006,0,0,1581811736
1581811753,58,7,44,39,497,1,3809,0,0,1581811737
1581811754,58,7,44,39,521,1,3809,0,0,1581811738
1581811755,58,7,44,39,734,1,3136,0,0,1581811739
1581811756,58,7,44,39,631,1,3136,0,0,1581811740
1581811757,58,7,44,39,636,1,3136,0,0,1581811741
1581811758,58,7,44,39,577,1,3136,0,0,1581811742
1581811759,58,7,44,39,446,1,3136,0,0,1581811743
1581811760,58,7,44,39,525,1,4513,0,0,1581811744
1581811761,58,7,44,39,435,1,4513,0,0,1581811745
1581811762,58,7,44,39,417,1,4513,0,0,1581811746
1581811763,58,7,44,39,540,1,3089,0,0,1581811747
1581811764,58,7,48,28,581,1,1090,0,0,1581811748
1581811765,58,7,48,28,465,1,1090,0,0,1581811749
1581811766,58,7,48,28,508,1,1090,0,0,1581811750
1581811767,58,7,48,28,701,1,3266,0,0,1581811751
1581811768,58,7,48,28,634,1,3266,0,0,1581811752
1581811769,58,7,48,28,640,1,3266,0,0,1581811753
1581811770,58,7,48,28,700,1,3266,0,0,1581811754
1581811771,58,7,47,28,797,1,3249,0,0,1581811755
1581811772,57,7,50,25,669,1,1116,0,0,1581811756
1581811773,57,7,50,25,620,1,1116,0,0,1581811757
1581811774,57,7,50,25,396,1,1116,0,0,1581811758
1581811775,57,7,49,25,487,1,3268,0,0,1581811759
1581811776,57,7,49,25,479,1,3268,0,0,1581811760
1581811777,57,7,49,25,480,1,3268,0,0,1581811761
1581811778,57,7,49,25,619,1,3268,0,0,1581811762
1581811779,57,7,49,25,576,1,3328,0,0,1581811763
1581811780,57,7,49,25,571,1,3328,0,0,1581811764
1581811781,57,7,49,25,603,1,3328,0,0,1581811765
1581811782,57,7,49,25,687,1,3328,0,0,1581811766
1581811783,57,7,49,25,524,1,4088,0,0,1581811767
1581811784,57,7,49,25,661,1,4088,0,0,1581811768
1581811785,57,7,49,25,765,1,4088,0,0,1581811769
1581811786,57,7,49,25,681,1,3257,0,0,1581811770
1581811787,57,7,48,25,577,1,1067,0,0,1581811771
1581811788,57,7,48,25,662,1,1067,0,0,1581811772
1581811789,57,7,48,25,504,1,1067,0,0,1581811773
1581811790,57,7,49,25,511,1,3154,0,0,1581811774
1581811791,57,7,49,25,454,1,3154,0,0,1581811775
1581811792,57,7,49,25,520,1,3154,0,0,1581811776
1581811793,57,7,49,25,564,1,3154,0,0,1581811777
1581811794,57,7,49,25,7293,2,3154,0,0,1581811778
1581811795,0,0,0,0,1812,1,0,0,0,1581811779
1581811796,0,0,0,0,1238,1,0,0,0,1581811780
1581811797,57,7,49,25,932,1,6828,0,0,1581811781
1581811798,57,7,48,40,625,1,802,0,0,1581811782
1581811799,57,7,48,40,349,1,802,0,0,1581811783
1581811800,57,7,48,40,548,1,2389,0,0,1581811784
1581811801,57,7,48,40,499,1,2389,0,0,1581811785
1581811802,57,7,48,40,618,1,2389,0,0,1581811786
1581811803,57,7,48,40,848,1,2389,0,0,1581811787
1581811804,57,7,48,40,600,1,3661,0,0,1581811788
1581811805,57,7,48,40,597,1,3661,0,0,1581811789
1581811806,57,7,48,40,781,1,3661,0,0,1581811790
1581811807,57,7,48,40,781,1,3071,0,0,1581811791
1581811808,57,7,48,42,680,1,983,0,0,1581811792
1581811809,57,7,48,42,715,1,983,0,0,1581811793
1581811810,57,7,48,42,838,1,983,0,0,1581811794
1581811811,57,7,48,42,773,1,3098,0,0,1581811795
1581811812,57,7,45,22,682,1,1033,0,0,1581811796
1581811813,57,7,45,22,685,1,1033,0,0,1581811797
1581811814,57,7,45,22,723,1,1033,0,0,1581811798
1581811815,57,7,45,22,653,1,3053,0,0,1581811799
1581811816,57,7,45,22,617,1,3053,0,0,1581811800
1581811817,57,7,45,22,604,1,3053,0,0,1581811801
1581811818,57,7,45,22,544,1,3039,0,0,1581811802
1581811819,57,8,45,11,615,1,1030,0,0,1581811803
1581811820,58,8,43,32,618,1,923,0,0,1581811804
1581811821,58,8,43,32,673,1,923,0,0,1581811805
1581811822,58,8,44,32,628,1,2051,0,0,1581811806
1581811823,58,8,44,32,497,1,2051,0,0,1581811807
1581811824,58,8,44,32,458,1,2051,0,0,1581811808
1581811825,58,8,44,32,660,1,3315,0,0,1581811809
1581811826,58,8,44,32,565,1,3315,0,0,1581811810
1581811827,58,8,44,32,654,1,3315,0,0,1581811811
1581811828,58,8,44,32,823,1,3315,0,0,1581811812
1581811829,58,8,44,32,644,1,3441,0,0,1581811813
1581811830,58,8,44,32,663,1,3441,0,0,1581811814
1581811831,58,8,44,32,613,1,3441,0,0,1581811815
1581811832,58,8,44,32,661,1,3441,0,0,1581811816
1581811833,58,8,45,32,576,1,4193,0,0,1581811817
1581811834,58,8,45,32,409,1,4193,0,0,1581811818
1581811835,58,8,45,32,554,1,4193,0,0,1581811819
1581811836,58,8,45,32,650,1,4193,0,0,1581811820
1581811837,58,8,45,32,493,1,3418,0,0,1581811821
1581811838,58,8,45,32,563,1,3418,0,0,1581811822
1581811839,58,8,45,32,799,1,3418,0,0,1581811823
1581811840,58,8,45,32,790,1,3366,0,0,1581811824
1581811841,58,8,45,49,604,1,1109,0,0,1581811825
1581811842,58,8,45,49,514,1,1109,0,0,1581811826
1581811843,58,8,45,49,481,1,1109,0,0,1581811827
1581811844,58,8,45,49,579,1,3330,0,0,1581811828
1581811845,58,8,45,49,498,1,3330,0,0,1581811829
1581811846,58,8,45,49,483,1,3330,0,0,1581811830
1581811847,58,7,45,49,578,1,3051,0,0,1581811831
1581811848,58,7,47,34,583,1,1082,0,0,1581811832
1581811849,58,7,47,34,544,1,1082,0,0,1581811833
1581811850,58,7,47,34,521,1,1082,0,0,1581811834
1581811851,58,7,47,34,591,1,1082,0,0,1581811835
1581811852,58,8,47,34,619,1,3103,0,0,1581811836
1581811853,58,8,45,28,536,1,1017,0,0,1581811837
1581811854,58,8,45,28,555,1,1017,0,0,1581811838
1581811855,58,8,45,28,593,1,1017,0,0,1581811839
1581811856,58,8,45,28,462,1,3089,0,0,1581811840
1581811857,58,8,45,28,598,1,3089,0,0,1581811841
1581811858,58,8,45,28,685,1,3089,0,0,1581811842
1581811859,58,8,45,28,793,1,3089,0,0,1581811843
1581811860,58,8,45,28,653,1,4323,0,0,1581811844
1581811861,58,8,45,28,665,1,4323,0,0,1581811845
1581811862,58,8,45,28,775,1,4323,0,0,1581811846
1581811863,58,7,45,28,676,1,2962,0,0,1581811847
1581811864,58,7,45,28,596,1,2962,0,0,1581811848
1581811865,58,7,45,28,642,1,2962,0,0,1581811849
1581811866,58,7,45,28,486,1,2962,0,0,1581811850
1581811867,58,7,46,28,566,1,4383,0,0,1581811851
1581811868,58,7,46,28,511,1,4383,0,0,1581811852
1581811869,58,7,46,28,467,1,4383,0,0,1581811853
1581811870,58,7,46,28,524,1,3004,0,0,1581811854
1581811871,58,7,46,28,428,1,3004,0,0,1581811855
1581811872,58,7,46,28,453,1,3004,0,0,1581811856
1581811873,58,7,46,28,547,1,3004,0,0,1581811857
1581811874,58,7,46,28,638,1,3004,0,0,1581811858
1581811875,58,7,46,28,534,1,4206,0,0,1581811859
1581811876,58,7,46,28,708,1,4206,0,0,1581811860
1581811877,58,7,46,28,474,1,4206,0,0,1581811861
1581811878,58,7,46,28,436,1,3668,0,0,1581811862
1581811879,58,7,46,28,475,1,3668,0,0,1581811863
1581811880,58,7,46,28,558,1,3668,0,0,1581811864
1581811881,58,7,46,28,587,1,3246,0,0,1581811865
1581811882,58,7,46,28,520,1,3246,0,0,1581811866
1581811883,58,7,46,28,500,1,3246,0,0,1581811867
1581811884,58,7,46,28,478,1,2844,0,0,1581811868
1581811885,58,7,50,42,695,1,925,0,0,1581811869
1581811886,59,7,48,39,593,1,908,0,0,1581811870
1581811887,59,7,48,39,465,1,908,0,0,1581811871
1581811888,59,7,47,39,542,1,2029,0,0,1581811872
1581811889,59,7,49,57,519,1,1096,0,0,1581811873
1581811890,59,7,49,57,447,1,1096,0,0,1581811874
1581811891,59,7,49,57,453,1,1096,0,0,1581811875
1581811892,59,7,49,57,578,1,3101,0,0,1581811876
1581811893,59,7,49,57,487,1,3101,0,0,1581811877
1581811894,59,7,49,57,475,1,3101,0,0,1581811878
1581811895,59,6,49,57,597,1,3056,0,0,1581811879
1581811896,59,6,45,28,530,1,1019,0,0,1581811880
1581811897,59,6,45,28,461,1,1019,0,0,1581811881
1581811898,59,6,45,28,704,1,1019,0,0,1581811882
1581811899,59,6,45,28,744,1,2316,0,0,1581811883
1581811900,58,6,45,63,634,1,1215,0,0,1581811884
1581811901,58,6,45,63,640,1,1215,0,0,1581811885
1581811902,58,6,45,63,455,1,1215,0,0,1581811886
1581811903,58,6,46,63,603,1,3253,0,0,1581811887
1581811904,58,6,46,63,570,1,3253,0,0,1581811888
1581811905,58,6,46,63,512,1,3253,0,0,1581811889
1581811906,58,6,45,63,489,1,3216,0,0,1581811890
1581811907,58,6,43,87,472,1,893,0,0,1581811891
1581811908,58,6,43,87,460,1,893,0,0,1581811892
1581811909,58,6,43,87,735,1,893,0,0,1581811893
1581811910,58,6,43,87,694,1,2310,0,0,1581811894
1581811911,58,6,43,87,728,1,2310,0,0,1581811895
1581811912,58,6,43,87,409,1,2310,0,0,1581811896
1581811913,58,6,44,87,444,1,3685,0,0,1581811897
1581811914,58,6,44,87,536,1,3685,0,0,1581811898
1581811915,58,6,44,87,569,1,3685,0,0,1581811899
1581811916,58,6,44,87,763,1,3685,0,0,1581811900
1581811917,58,6,44,87,683,1,3457,0,0,1581811901
1581811918,58,5,42,55,710,1,1052,0,0,1581811902
1581811919,58,5,42,55,453,1,1052,0,0,1581811903
1581811920,58,5,42,55,451,1,1052,0,0,1581811904
1581811921,58,5,42,55,496,1,1052,0,0,1581811905
1581811922,0,0,0,0,473,1,0,0,0,1581811906
1581811923,58,5,42,55,641,1,5788,0,0,1581811907
1581811924,58,5,42,55,692,1,5788,0,0,1581811908
1581811925,58,5,44,48,587,1,1110,0,0,1581811909
1581811926,58,5,44,48,692,1,1110,0,0,1581811910
1581811927,58,5,44,48,535,1,1110,0,0,1581811911
1581811928,58,5,44,48,495,1,3470,0,0,1581811912
1581811929,58,5,44,48,448,1,3470,0,0,1581811913
1581811930,58,5,44,48,435,1,3470,0,0,1581811914
1581811931,58,5,44,48,570,1,3207,0,0,1581811915
1581811932,58,5,44,46,466,1,1088,0,0,1581811916
1581811933,58,5,44,46,505,1,1088,0,0,1581811917
1581811934,58,5,44,46,716,1,1088,0,0,1581811918
1581811935,58,5,44,46,724,1,2173,0,0,1581811919
1581811936,57,5,45,27,594,1,1086,0,0,1581811920
1581811937,57,5,45,27,587,1,1086,0,0,1581811921
1581811938,57,5,45,27,758,1,1086,0,0,1581811922
1581811939,57,5,45,27,791,1,1024,2985,0,1581811923
1581811940,57,5,45,27,686,1,1024,2985,0,1581811924
1581811941,57,5,45,27,633,1,1024,2985,0,1581811925
1581811942,57,5,45,27,708,1,1024,2985,0,1581811926
1581811943,57,5,45,27,599,1,2988,0,0,1581811927
1581811944,57,5,45,27,599,1,2988,0,0,1581811928
1581811945,57,5,45,27,674,1,2988,0,0,1581811929
1581811946,57,5,45,27,438,1,3303,0,0,1581811930
1581811947,56,5,46,60,571,1,1239,0,0,1581811931
1581811948,56,5,46,60,483,1,1239,0,0,1581811932
1581811949,56,5,46,60,443,1,1239,0,0,1581811933
1581811950,56,5,46,60,503,1,2996,0,0,1581811934
1581811951,57,5,46,85,649,1,922,0,0,1581811935
1581811952,57,5,46,85,609,1,922,0,0,1581811936
1581811953,57,5,46,85,492,1,922,0,0,1581811937
1581811954,57,5,47,85,569,1,3071,0,0,1581811938
1581811955,56,5,46,56,562,1,1087,0,0,1581811939
1581811956,56,5,46,56,614,1,1087,0,0,1581811940
1581811957,56,5,46,56,761,1,1087,0,0,1581811941
1581811958,56,5,46,56,608,1,2652,0,0,1581811942
1581811959,56,5,46,56,431,1,2652,0,0,1581811943
1581811960,56,5,46,56,472,1,2652,0,0,1581811944
1581811961,56,5,46,56,540,1,3345,0,0,1581811945
1581811962,56,5,46,56,482,1,3345,0,0,1581811946
1581811963,56,5,46,56,598,1,3345,0,0,1581811947
1581811964,56,5,46,56,706,1,3345,0,0,1581811948
1581811965,56,5,46,56,813,1,3376,0,0,1581811949
1581811966,56,5,47,43,620,1,1119,0,0,1581811950
1581811967,56,5,47,43,642,1,1119,0,0,1581811951
1581811968,56,5,47,43,784,1,1119,0,0,1581811952
1581811969,56,5,47,43,657,1,3179,0,0,1581811953
1581811970,56,5,47,43,611,1,3179,0,0,1581811954
1581811971,56,5,47,43,425,1,3179,0,0,1581811955
1581811972,56,5,47,43,531,1,3214,0,0,1581811956
1581811973,56,5,46,35,534,1,1145,0,0,1581811957
1581811974,56,5,46,35,521,1,1145,0,0,1581811958
1581811975,56,5,46,35,618,1,1145,0,0,1581811959
1581811976,56,5,46,35,736,1,1145,0,0,1581811960
1581811977,56,5,46,35,632,1,3412,0,0,1581811961
1581811978,56,5,46,35,645,1,3412,0,0,1581811962
1581811979,56,5,46,35,824,1,3412,0,0,1581811963
1581811980,56,5,46,35,718,1,3152,0,0,1581811964
1581811981,56,5,46,35,627,1,3152,0,0,1581811965
1581811982,56,5,46,35,577,1,3152,0,0,1581811966
1581811983,56,5,46,35,565,1,3197,0,0,1581811967
1581811984,55,5,48,29,597,1,1164,0,0,1581811967
1581811985,55,5,48,29,413,1,1164,0,0,1581811968
1581811986,55,5,48,29,514,1,1164,0,0,1581811969
1581811987,55,5,48,29,586,1,1164,0,0,1581811970
1581811988,55,5,48,29,499,1,3202,0,0,1581811971
1581811989,55,5,48,29,573,1,3202,0,0,1581811972
1581811990,55,5,48,29,609,1,2847,0,0,1581811973
1581811991,55,5,46,58,465,1,963,0,0,1581811974
1581811992,56,5,43,55,427,1,945,0,0,1581811975
1581811993,56,5,43,55,462,1,945,0,0,1581811976
1581811994,56,5,43,55,653,1,945,0,0,1581811977
1581811995,56,5,43,55,642,1,2390,0,0,1581811978
1581811996,56,5,43,55,671,1,2390,0,0,1581811979
1581811997,56,5,43,55,579,1,2390,0,0,1581811980
1581811998,56,5,43,55,548,1,3438,0,0,1581811981
1581811999,56,5,43,55,595,1,3438,0,0,1581811982
1581812000,56,5,43,55,766,1,3438,0,0,1581811983
1581812001,56,6,43,55,774,1,2876,0,0,1581811984
1581812002,57,6,44,33,648,1,976,0,0,1581811985
1581812003,57,6,44,33,716,1,976,0,0,1581811986
1581812004,57,6,44,33,592,1,976,0,0,1581811987
1581812005,57,6,45,33,567,1,3190,0,0,1581811988
1581812006,57,6,43,32,463,1,1051,0,0,1581811989
1581812007,57,6,43,32,453,1,1051,0,0,1581811990
1581812008,57,6,43,32,650,1,1051,0,0,1581811991
1581812009,57,6,44,32,631,1,2409,0,0,1581811992
1581812010,57,6,42,38,580,1,1108,0,0,1581811993
1581812011,57,6,42,38,712,1,1108,0,0,1581811994
1581812012,57,6,42,38,528,1,1108,0,0,1581811995
1581812013,57,6,42,38,522,1,3475,0,0,1581811996
1581812014,57,6,42,38,467,1,3475,0,0,1581811997
1581812015,57,6,42,38,523,1,3475,0,0,1581811998
1581812016,57,6,42,38,540,1,3133,0,0,1581811999
1581812017,57,6,42,38,481,1,3133,0,0,1581812000
1581812018,57,6,42,38,498,1,3133,0,0,1581812001
1581812019,57,6,42,38,655,1,3328,0,0,1581812002
1581812020,57,6,42,38,743,1,3328,0,0,1581812003
1581812021,56,6,43,42,586,1,1157,0,0,1581812004
1581812022,56,6,43,42,671,1,1157,0,0,1581812005
1581812023,56,6,43,42,533,1,1157,0,0,1581812006
1581812024,56,6,44,42,543,1,3362,0,0,1581812007
1581812025,56,6,44,42,432,1,3362,0,0,1581812008
1581812026,56,6,44,42,457,1,3362,0,0,1581812009
1581812027,56,6,44,42,576,1,3168,0,0,1581812010
1581812028,56,6,44,42,551,1,3168,0,0,1581812011
1581812029,56,7,44,41,549,1,1152,0,0,1581812012
1581812030,56,7,44,41,579,1,1152,0,0,1581812013
1581812031,56,7,44,41,753,1,1152,0,0,1581812014
1581812032,56,7,44,41,663,1,3409,0,0,1581812015
1581812033,56,7,44,41,642,1,3409,0,0,1581812016
1581812034,56,7,44,41,470,1,3409,0,0,1581812017
1581812035,56,7,44,41,454,1,3348,0,0,1581812018
1581812036,56,7,44,41,416,1,3348,0,0,1581812019
1581812037,56,7,44,41,487,1,3348,0,0,1581812020
1581812038,56,7,44,41,501,1,3154,0,0,1581812021
1581812039,56,7,43,51,501,1,988,0,0,1581812022
1581812040,56,7,43,51,479,1,988,0,0,1581812023
1581812041,56,7,43,51,443,1,988,0,0,1581812024
1581812042,56,7,43,51,599,1,3053,0,0,1581812025
1581812043,56,7,43,51,538,1,3053,0,0,1581812026
1581812044,56,7,43,51,519,1,3053,0,0,1581812027
1581812045,56,7,43,51,547,1,3053,0,0,1581812028
1581812046,56,7,44,51,683,1,4064,0,0,1581812029
1581812047,57,6,42,48,479,1,957,0,0,1581812030
1581812048,57,6,42,48,460,1,957,0,0,1581812031
1581812049,57,6,42,48,554,1,957,0,0,1581812032
1581812050,57,6,42,48,623,1,2065,0,0,1581812033
1581812051,57,6,43,25,569,1,1009,0,0,1581812034
1581812052,57,6,42,25,636,1,2065,0,0,1581812035
1581812053,57,6,48,49,841,1,1152,0,0,1581812036
1581812054,57,6,48,49,521,1,1152,0,0,1581812037
1581812055,57,6,48,49,584,1,1152,0,0,1581812038
1581812056,57,6,48,49,656,1,1152,0,0,1581812039
1581812057,57,6,48,49,454,1,3345,0,0,1581812040
1581812058,57,6,48,49,453,1,3345,0,0,1581812041
1581812059,57,6,48,49,462,1,3345,0,0,1581812042
1581812060,57,6,48,49,672,1,3521,0,0,1581812043
1581812061,57,6,48,49,607,1,3521,0,0,1581812044
1581812062,57,6,48,49,533,1,3521,0,0,1581812045
1581812063,57,6,48,49,728,1,3521,0,0,1581812046
1581812064,57,6,48,49,753,1,3184,0,0,1581812047
1581812065,56,6,47,27,662,1,1091,0,0,1581812048
1581812066,56,6,47,27,415,1,1091,0,0,1581812049
1581812067,56,6,46,27,459,1,2347,0,0,1581812050
1581812068,56,6,45,39,535,1,1189,0,0,1581812051
1581812069,56,6,45,39,498,1,1189,0,0,1581812052
1581812070,56,6,45,39,576,1,1189,0,0,1581812053
1581812071,56,6,45,39,714,1,2126,0,0,1581812054
1581812072,55,6,47,21,615,1,1143,0,0,1581812055
1581812073,55,6,47,21,647,1,1143,0,0,1581812056
1581812074,55,6,47,21,797,1,1143,0,0,1581812057
1581812075,55,6,48,21,664,1,3180,0,0,1581812058
1581812076,55,6,48,21,661,1,3180,0,0,1581812059
1581812077,55,6,48,21,443,1,3180,0,0,1581812060
1581812078,55,6,48,21,504,1,3413,0,0,1581812061
1581812079,55,6,45,15,496,1,1120,0,0,1581812062
1581812080,55,6,45,15,537,1,1120,0,0,1581812063
1581812081,55,6,45,15,764,1,1120,0,0,1581812064
1581812082,55,6,45,15,708,1,2318,0,0,1581812065
1581812083,55,6,43,29,576,1,1042,0,0,1581812066
1581812084,55,6,43,29,665,1,1042,0,0,1581812067
1581812085,55,6,43,29,805,1,2093,0,0,1581812068
1581812086,55,6,46,29,608,1,1146,0,0,1581812069
1581812087,55,6,46,29,626,1,1146,0,0,1581812070
1581812088,55,6,46,29,395,1,1146,0,0,1581812071
1581812089,55,6,46,29,555,1,3302,0,0,1581812072
1581812090,55,6,46,29,463,1,3302,0,0,1581812073
1581812091,55,6,46,29,535,1,3302,0,0,1581812074
1581812092,55,6,46,29,567,1,3302,0,0,1581812075
1581812093,55,6,46,29,552,1,3333,0,0,1581812076
1581812094,55,6,46,29,577,1,3333,0,0,1581812077
1581812095,55,6,46,29,644,1,3333,0,0,1581812078
1581812096,55,6,46,29,797,1,3333,0,0,1581812079
1581812097,55,6,46,29,605,1,4162,0,0,1581812080
1581812098,55,6,46,29,647,1,4162,0,0,1581812081
1581812099,55,6,46,29,615,1,4162,0,0,1581812082
1581812100,55,6,46,29,478,1,3333,0,0,1581812083
1581812101,54,6,44,17,485,1,1126,0,0,1581812084
1581812102,54,6,44,17,509,1,1126,0,0,1581812085
1581812103,54,6,44,17,710,1,1126,0,0,1581812086
1581812104,54,6,43,17,577,1,2485,0,0,1581812087
1581812105,54,6,43,17,612,1,2485,0,0,1581812088
1581812106,54,6,43,17,754,1,2485,0,0,1581812089
1581812107,54,6,44,17,704,1,3120,0,0,1581812090
1581812108,54,6,44,17,659,1,3120,0,0,1581812091
1581812109,54,6,44,17,588,1,3120,0,0,1581812092
1581812110,54,6,44,17,510,1,3120,0,0,1581812093
1581812111,54,6,44,17,529,1,4359,0,0,1581812094
1581812112,54,6,44,17,512,1,4359,0,0,1581812095
1581812113,54,6,44,17,430,1,4359,0,0,1581812096
1581812114,54,6,44,17,566,1,3031,0,0,1581812097
1581812115,54,6,44,22,564,1,1067,0,0,1581812098
1581812116,54,6,44,22,480,1,1067,0,0,1581812099
1581812117,54,6,44,22,518,1,1067,0,0,1581812100
1581812118,54,6,44,22,672,1,1067,0,0,1581812101
1581812119,54,6,44,22,576,1,3372,0,0,1581812102
1581812120,54,6,44,22,588,1,3372,0,0,1581812103
1581812121,54,6,44,22,713,1,3372,0,0,1581812104
1581812122,54,6,44,22,589,1,3354,0,0,1581812105
1581812123,54,6,44,22,532,1,3354,0,0,1581812106
1581812124,54,6,44,22,444,1,3354,0,0,1581812107
1581812125,54,6,44,22,560,1,3132,0,0,1581812108
1581812126,54,6,44,22,475,1,3132,0,0,1581812109
1581812127,54,6,44,22,384,1,3132,0,0,1581812110
1581812128,54,6,44,22,556,1,3132,0,0,1581812111
1581812129,54,6,44,22,606,1,3132,0,0,1581812112
1581812130,54,6,44,22,549,1,4324,0,0,1581812113
1581812131,54,6,44,22,623,1,4324,0,0,1581812114
1581812132,54,6,44,22,751,1,2120,0,0,1581812115
1581812133,54,6,46,20,632,1,1129,0,0,1581812116
1581812134,54,6,46,20,649,1,1129,0,0,1581812117
1581812135,54,6,46,20,743,1,1129,0,0,1581812118
1581812136,54,6,47,20,671,1,3273,0,0,1581812119
1581812137,54,6,47,20,655,1,3273,0,0,1581812120
1581812138,54,6,47,20,487,1,3273,0,0,1581812121
1581812139,54,6,46,20,560,1,3155,0,0,1581812122
1581812140,54,6,50,22,649,1,1160,0,0,1581812123
1581812141,54,6,50,22,488,1,1160,0,0,1581812124
1581812142,54,7,49,22,550,1,2110,0,0,1581812125
1581812143,54,7,49,22,599,1,2110,0,0,1581812126
1581812144,54,7,49,33,593,1,1047,0,0,1581812127
1581812145,54,7,49,33,509,1,1047,0,0,1581812128
1581812146,54,7,48,33,598,1,2952,0,0,1581812129
1581812147,54,7,48,33,468,1,2952,0,0,1581812130
1581812148,54,7,48,33,461,1,2952,0,0,1581812131
1581812149,54,7,48,33,688,1,2952,0,0,1581812132
1581812150,54,7,48,33,811,1,2952,0,0,1581812133
1581812151,54,7,48,33,668,1,4552,0,0,1581812134
1581812152,54,7,48,33,711,1,4552,0,0,1581812135
1581812153,54,7,48,33,448,1,4552,0,0,1581812136
1581812154,54,7,48,33,483,1,3192,0,0,1581812137
1581812155,54,7,48,33,501,1,3192,0,0,1581812138
1581812156,54,7,48,33,478,1,3192,0,0,1581812139
1581812157,54,7,48,33,674,1,3192,0,0,1581812140
1581812158,54,7,48,33,615,1,3485,0,0,1581812141
1581812159,54,7,48,31,660,1,1075,0,0,1581812142
1581812160,54,7,48,31,757,1,1075,0,0,1581812143
1581812161,54,7,48,31,698,1,2222,0,0,1581812144
1581812162,54,7,48,31,439,1,2222,0,0,1581812145
1581812163,54,7,48,31,457,1,2222,0,0,1581812146
1581812164,54,7,47,31,607,1,3483,0,0,1581812147
1581812165,54,7,44,19,550,1,1074,0,0,1581812148
1581812166,54,7,44,19,561,1,1074,0,0,1581812149
1581812167,54,7,44,19,704,1,1074,0,0,1581812150
1581812168,54,7,44,19,761,1,2143,0,0,1581812151
1581812169,54,8,44,44,678,1,1222,0,0,1581812152
1581812170,54,8,44,44,526,1,1222,0,0,1581812153
1581812171,54,8,44,44,454,1,1222,0,0,1581812154
1581812172,54,8,44,44,538,1,3417,0,0,1581812155
1581812173,54,8,44,44,471,1,3417,0,0,1581812156
1581812174,54,8,44,44,469,1,3417,0,0,1581812157
1581812175,54,8,44,44,610,1,3417,0,0,1581812158
1581812176,54,8,44,44,687,1,3325,0,0,1581812159
1581812177,54,8,44,45,635,1,1059,0,0,1581812160
1581812178,54,8,44,45,696,1,1059,0,0,1581812161
1581812179,54,8,44,45,780,1,2139,0,0,1581812162
1581812180,54,8,46,33,650,1,1146,0,0,1581812163
1581812181,54,8,46,33,545,1,1146,0,0,1581812164
1581812182,54,8,46,33,451,1,1146,0,0,1581812165
1581812183,54,8,46,33,579,1,3408,0,0,1581812166
1581812184,54,8,45,33,553,1,1080,0,0,1581812167
1581812185,54,8,45,33,544,1,1080,0,0,1581812168
1581812186,54,8,45,33,785,1,1080,0,0,1581812169
